scan_index,x_m,y_m,method,strict_pose,coarse_clear,screened_pass,max_speed,max_step,max_acceleration,max_position_error_m,max_rotation_error_rad,joint_limit_ok,max_speed_joint,min_joint_margin_rad,optimizer_success
1419,0.6,0.04,local,True,True,False,12.690561473313338,0.10575467894427781,308.5115227736395,3.835551671069619e-15,3.112268471182911e-14,True,3,0.7560027607944213,
1419,0.6,0.04,multistart,True,False,False,1.665245793598391,0.013877048279986592,118.53632230118691,7.701235269388091e-15,3.178682172001704e-14,True,3,0.756002760794418,
1419,0.6,0.04,graph,True,False,False,1.6652457935981113,0.013877048279984261,118.53632230086397,6.702052008748612e-16,1.2668043113373178e-15,True,3,0.7560027607944226,
1419,0.6,0.04,best,True,False,False,1.6652457935981113,0.013877048279984261,118.53632230086397,6.702052008748612e-16,1.2668043113373178e-15,True,3,0.7560027607944226,
1419,0.6,0.04,screened_graph,True,True,True,9.442351810021474,0.07868626508351229,212.99469437832332,3.206188595561343e-13,6.384445340595242e-13,True,3,0.040060374905260154,
1419,0.6,0.04,screened_best,True,True,True,9.442351810021181,0.07868626508350984,212.99469437829615,3.275512566187858e-15,2.8310087674717426e-14,True,3,0.7560027607944206,
1419,0.6,0.04,bounded_attempt,True,True,True,9.44235180991841,0.07868626508265342,212.99469437869902,8.535307675617263e-13,4.11574628420247e-11,True,3,0.7560027607944229,True
1419,0.6,0.04,selected,True,True,True,9.44235180991841,0.07868626508265342,212.99469437869902,8.535307675617263e-13,4.11574628420247e-11,True,3,0.7560027607944229,True
1420,0.62,0.04,baseline,True,True,False,12.754489218825604,0.10628741015688004,307.0440107499948,5.036743249531999e-15,3.388803977644725e-14,True,3,0.834012335471882,
1420,0.62,0.04,local,True,True,False,12.754489218825604,0.10628741015688004,307.0440107499948,5.036743249531999e-15,3.388803977644725e-14,True,3,0.834012335471882,
1420,0.62,0.04,multistart,True,False,False,1.6861669647962962,0.014051391373302469,119.98652271364065,1.660293353634336e-14,7.608704063994168e-14,True,3,0.8340123354718669,
1420,0.62,0.04,graph,True,False,False,1.6861669647980682,0.014051391373317235,119.98652271342003,5.986882324821635e-16,1.4771249341401193e-15,True,3,0.8340123354718838,
1420,0.62,0.04,best,True,False,False,1.6861669647962962,0.014051391373302469,119.98652271364065,1.660293353634336e-14,7.608704063994168e-14,True,3,0.8340123354718669,
1420,0.62,0.04,screened_graph,True,True,True,9.563158864937478,0.07969299054114565,208.7786003234406,5.7687388690357305e-15,3.3411135906353833e-14,True,3,0.8340123354718791,
1420,0.62,0.04,screened_best,True,True,True,9.563158864937318,0.07969299054114432,208.77860032334308,9.701340499362713e-15,4.698264867993302e-14,True,3,0.8340123354718834,
1420,0.62,0.04,bounded_attempt,True,True,True,9.563158851378164,0.07969299042815137,208.77858912525903,5.7127837019741376e-12,2.816726759989139e-10,True,3,0.8340123354708975,True
1420,0.62,0.04,selected,True,True,True,9.563158851378164,0.07969299042815137,208.77858912525903,5.7127837019741376e-12,2.816726759989139e-10,True,3,0.8340123354708975,True
1421,0.64,0.04,baseline,True,True,False,12.780812251317544,0.10650676876097953,303.52677654337725,3.9960559240203196e-15,3.1124001559181203e-14,True,3,0.9147171826439997,
1421,0.64,0.04,local,True,True,False,12.780812251317544,0.10650676876097953,303.52677654337725,3.9960559240203196e-15,3.1124001559181203e-14,True,3,0.9147171826439997,
1421,0.64,0.04,multistart,True,False,False,1.7120576817146294,0.014267147347621911,121.84594080889326,7.143870138697729e-15,3.5780518948735806e-14,True,3,0.9147171826439979,
1421,0.64,0.04,graph,True,False,False,1.7120576817144162,0.014267147347620135,121.84594080857032,6.673276261750871e-16,2.0732347881862264e-15,True,3,0.9147171826440006,
1421,0.64,0.04,best,True,False,False,1.7120576817144162,0.014267147347620135,121.84594080857032,6.673276261750871e-16,2.0732347881862264e-15,True,3,0.9147171826440006,
1421,0.64,0.04,screened_graph,True,True,True,9.73395535594566,0.0811162946328805,201.79022577772514,4.659321294580077e-15,3.9939827271091455e-14,True,3,0.9147171826439962,
1421,0.64,0.04,screened_best,True,True,True,9.73395535594518,0.0811162946328765,201.79022577769317,1.0798060471637326e-14,5.208987688087546e-14,True,3,0.914717182644001,
1421,0.64,0.04,bounded_attempt,True,True,True,9.733955422872524,0.08111629519060437,201.79022596148215,1.1132185376987775e-12,5.430032197688102e-11,True,3,0.9147171826433431,True
1421,0.64,0.04,selected,True,True,True,9.73395535594518,0.0811162946328765,201.79022577769317,1.0798060471637326e-14,5.208987688087546e-14,True,3,0.914717182644001,
1422,0.66,0.04,baseline,True,True,False,12.537364799077357,0.10447803999231131,291.69002342591364,4.503336797797561e-15,3.4166539736937424e-14,True,3,0.9986318798421954,
1422,0.66,0.04,local,True,True,False,12.537364799077357,0.10447803999231131,291.69002342591364,4.503336797797561e-15,3.4166539736937424e-14,True,3,0.9986318798421954,
1422,0.66,0.04,multistart,True,False,False,1.7439562654426588,0.014532968878688823,124.17268566078548,1.6614456975438046e-14,8.093059065828309e-14,True,3,0.9986318798421823,
1422,0.66,0.04,graph,True,False,False,1.7439562654441376,0.014532968878701147,124.17268566056006,5.558049685633556e-16,1.948115317165393e-15,True,3,0.9986318798421976,
1422,0.66,0.04,best,True,False,False,1.7439562654426588,0.014532968878688823,124.17268566078548,1.6614456975438046e-14,8.093059065828309e-14,True,3,0.9986318798421823,
1422,0.66,0.04,screened_graph,True,True,True,9.79192530080649,0.08159937750672075,207.1869250566465,6.368461671976835e-15,5.0155903355772775e-14,True,3,0.9677042722856237,
1422,0.66,0.04,screened_best,True,True,True,9.791925300806277,0.08159937750671897,207.1869250566209,4.823868936374465e-15,2.7511097466701716e-14,True,3,0.14040978934030157,
1422,0.66,0.04,bounded_attempt,True,True,True,9.791925298932362,0.08159937749110302,207.18690264363744,2.4312246025172326e-12,1.1789093851982726e-10,True,3,0.14040978934030157,True
1422,0.66,0.04,selected,True,True,True,9.791925298932362,0.08159937749110302,207.18690264363744,2.4312246025172326e-12,1.1789093851982726e-10,True,3,0.14040978934030157,True
1423,0.68,0.04,baseline,True,True,False,11.827362305822193,0.09856135254851828,269.1077623029073,4.520331236338708e-15,3.6355171166135786e-14,True,3,1.086273212112044,
1423,0.68,0.04,local,True,True,False,11.827362305822193,0.09856135254851828,269.1077623029073,4.520331236338708e-15,3.6355171166135786e-14,True,3,1.086273212112044,
1423,0.68,0.04,multistart,True,False,False,1.7832132672005763,0.014860110560004802,127.04683104868124,1.8008273607308984e-14,9.28019921325883e-14,True,3,1.0202539472763057,
1423,0.68,0.04,graph,True,False,False,1.783213267201802,0.014860110560015016,127.04683104841905,1.2422170582034618e-15,6.41906949498139e-15,True,3,1.0862732121120464,
1423,0.68,0.04,best,True,False,False,1.7832132672005763,0.014860110560004802,127.04683104868124,1.8008273607308984e-14,9.28019921325883e-14,True,3,1.0202539472763057,
