acceleration_limit_ok,coarse_collision_edges,coarse_collision_frames,constraint_failure_frames,constraints_met,evaluated_poses,first_constraint_failure_frame,first_unaccepted_frame,full_path_evaluated,index,initial_q,joint_limit_ok,max_evaluated_acceleration_rad_s2,max_evaluated_orientation_error_deg,max_evaluated_position_error_mm,max_evaluated_speed_rad_s,max_evaluated_step_rad,min_evaluated_axis_separation_deg,mode,optimizer_all_accepted,reset_branch,reset_geometric_count,solver_s,solver_status_counts,status,unaccepted_frames,velocity_limit_ok,x_m,y_m
True,[],[],[],True,149,-1,-1,True,34,"[-0.9829189801821034, 0.7013530312435899, 1.3217467774451226, 1.325390605698551, 1.2388837969171564, -2.2404741453899266]",True,48.4360482478273,2.8619241870909833,4.995000002307078,1.3147703755235618,0.010956419796029682,60.29487014939339,relaxed,True,"[0, 0, 0]",8,0.29450412599908304,{'0': 148},pass,[],True,0.5,-0.30000000000000004
True,[],[],[],True,149,-1,63,True,35,"[-0.8324733018939029, 0.918453942912206, 0.9639357681045398, 1.3127987267433325, 1.1382538712060764, -2.0564375320164836]",True,111.68783675835368,0.05723848388273889,0.09990000136494126,1.686461039790359,0.014053841998252992,51.61033922548582,strict,False,"[0, 0, 0]",8,1.088593177997609,"{'0': 146, '8': 2}",optimizer_failure,"[63, 129]",True,0.6000000000000001,-0.30000000000000004
True,[],[],[],True,149,-1,-1,True,35,"[-0.8324733018939029, 0.918453942912206, 0.9639357681045398, 1.3127987267433325, 1.1382538712060764, -2.0564375320164836]",True,56.10512129769134,2.861924187350641,4.995000002460523,1.6893471277044547,0.014077892730870456,51.86087190723556,relaxed,True,"[0, 0, 0]",8,0.3151373419750598,{'0': 148},pass,[],True,0.6000000000000001,-0.30000000000000004
True,[],[],[1],False,2,1,1,False,36,"[-0.7140530191813641, 1.4118805603856994, 0.09231052579376081, 1.145970549184723, 1.1535837941562566, -1.6217163875584661]",True,249.99999999992957,0.06123270494222348,0.13601005589963094,2.0833333333327464,0.01736111111110622,66.09548271984183,strict,False,"[0, 0, 0]",8,0.050975983000171254,{'8': 1},constraint_failure,[1],True,0.7000000000000001,-0.30000000000000004
True,[],[],[19],False,20,19,19,False,36,"[-0.7140530191813641, 1.4118805603856994, 0.09231052579376081, 1.145970549184723, 1.1535837941562566, -1.6217163875584661]",True,249.9999999999745,2.8944265207816993,5.198373222105248,4.14545861710363,0.034545488475863584,61.07522526566777,relaxed,False,"[0, 0, 0]",8,0.05924894999770913,"{'0': 18, '8': 1}",constraint_failure,[19],True,0.7000000000000001,-0.30000000000000004
,,,,False,0,,,False,37,,,,,,,,,strict,False,,0,,,reset_unsolved,,,0.8,-0.30000000000000004
,,,,False,0,,,False,37,,,,,,,,,relaxed,False,,0,,,reset_unsolved,,,0.8,-0.30000000000000004
,,,,False,0,,,False,38,,,,,,,,,strict,False,,0,,,reset_unsolved,,,0.9,-0.30000000000000004
,,,,False,0,,,False,38,,,,,,,,,relaxed,False,,0,,,reset_unsolved,,,0.9,-0.30000000000000004
,,,,False,0,,,False,39,,,,,,,,,strict,False,,0,,,reset_unsolved,,,1.0,-0.30000000000000004
,,,,False,0,,,False,39,,,,,,,,,relaxed,False,,0,,,reset_unsolved,,,1.0,-0.30000000000000004
True,[],[],[],True,149,-1,-1,True,40,"[-1.3361449754058496, 0.18241233556831182, 2.0564630891089752, 1.201834220492767, 1.4614882381831653, -2.5409534489391166]",True,75.33677565435228,0.05723848379026687,0.09990000030593874,1.5913443759431742,0.013261203132859785,73.44252711562484,strict,True,"[0, 0, 0]",8,0.8247336710082891,{'0': 148},pass,[],True,0.30000000000000004,-0.2
True,[],[],[],True,149,-1,-1,True,40,"[-1.3361449754058496, 0.18241233556831182, 2.0564630891089752, 1.201834220492767, 1.4614882381831653, -2.5409534489391166]",True,88.1993855271169,2.8619241873611054,4.995000002316079,1.5891296688970737,0.013242747240808948,72.98795843469343,relaxed,True,"[0, 0, 0]",8,0.2968824319941632,{'0': 148},pass,[],True,0.30000000000000004,-0.2
True,[],[],[],True,149,-1,49,True,41,"[-1.060820156449875, 0.28853513857990665, 1.9243935879421956, 1.3514513051854329, 1.2601062655689799, -2.4512568119869513]",True,70.42618189134053,0.05723848381088188,0.0999000007739186,1.5193389508163668,0.012661157923469724,63.19975190441339,strict,False,"[0, 0, 0]",8,0.7707938800031116,"{'0': 147, '8': 1}",optimizer_failure,[49],True,0.4,-0.2
True,[],[],[],True,149,-1,-1,True,41,"[-1.060820156449875, 0.28853513857990665, 1.9243935879421956, 1.3514513051854329, 1.2601062655689799, -2.4512568119869513]",True,48.33208332469923,2.8619241873892696,4.995000002407643,1.4836890612711902,0.01236407551059325,63.11722973622313,relaxed,True,"[0, 0, 0]",8,0.29272685500654916,{'0': 148},pass,[],True,0.4,-0.2
True,[],[],[],True,149,-1,52,True,42,"[-0.8485663057744881, 0.45594891643664326, 1.6952259976343405, 1.4359695785266513, 1.099774974805363, -2.3527948137702177]",True,64.55868982976459,0.057238483899585156,0.09990000343085947,1.4394867592622518,0.011995722993852098,50.11584852165064,strict,False,"[0, 0, 0]",8,0.8834575570090237,"{'0': 142, '8': 6}",optimizer_failure,"[52, 116, 117, 121, 133, 137]",True,0.5,-0.2
True,[],[],[],True,149,-1,-1,True,42,"[-0.8485663057744881, 0.45594891643664326, 1.6952259976343405, 1.4359695785266513, 1.099774974805363, -2.3527948137702177]",True,45.610051272001684,2.861924187352429,4.995000002109453,1.2767637275345933,0.010639697729454944,50.11637975860972,relaxed,True,"[0, 0, 0]",8,0.3002986459850945,{'0': 148},pass,[],True,0.5,-0.2
True,[],[],[],True,149,-1,28,True,43,"[-0.693248860083258, 0.6711321615449954, 1.3697449640572426, 1.439441402694454, 0.9809089761665718, -2.2057166319457395]",True,90.0183032246268,0.057238484393908495,0.09990000066185305,1.7039951334373793,0.014199959445311494,41.60598646580158,strict,False,"[0, 0, 0]",8,0.9908355610095896,"{'0': 146, '8': 2}",optimizer_failure,"[28, 29]",True,0.6000000000000001,-0.2
