scan_index,x_m,y_m,condition,yaw_deg,strict_pose,coarse_clear,screened_pass,max_speed,max_step,max_acceleration,max_position_error_m,max_rotation_error_rad,joint_limit_ok,max_speed_joint,min_joint_margin_rad
1555,0.44,0.12,after,80.0,True,True,True,1.5534423618797355,0.012945353015664463,83.94485505986928,5.045868990055059e-16,1.8394221174867655e-15,True,4,1.320994302752341
1556,0.46,0.12,before,0.0,True,True,False,18.880822822067547,0.15734019018389622,271.8487856441033,9.646050893770668e-15,1.3451499207347093e-13,True,5,0.13703298918005213
1556,0.46,0.12,after,75.0,True,True,True,1.5039560042627542,0.012532966702189619,84.53350795554506,4.697995015182298e-16,2.4856353838795926e-15,True,4,1.3185801348756114
1557,0.48,0.12,before,0.0,True,True,False,18.09491395247729,0.15079094960397743,285.27538876030434,5.192091987876511e-15,4.473447399934737e-14,True,5,0.13782562841581036
1557,0.48,0.12,after,75.0,True,True,True,1.4837229129409524,0.01236435760784127,88.61720409446754,2.1784590829218225e-15,1.1185600281215484e-14,True,1,1.415212931896492
1558,0.5,0.12,before,0.0,True,True,False,16.76507844329077,0.13970898702742307,276.31715733105864,6.273635065613236e-15,5.175746498809613e-14,True,5,0.3653024489794787
1558,0.5,0.12,after,70.0,True,True,True,1.527793132967381,0.012731609441394842,88.87768514245629,2.8431519766945463e-15,2.6976649022922363e-14,True,1,1.4021774638758138
1559,0.52,0.12,before,0.0,True,True,False,17.053660931686814,0.14211384109739011,287.96965840703734,7.289155296313649e-15,6.081097541469677e-14,True,5,0.4358900945410844
1559,0.52,0.12,after,60.0,True,True,True,1.5660444265684514,0.013050370221403762,83.91440660434758,1.5031636673213949e-15,2.5869447231270686e-14,True,1,1.2799083670458735
1560,0.54,0.12,before,0.0,True,True,False,17.446940105569535,0.1453911675464128,321.3896298717096,1.6709340622472736e-15,9.018432315720283e-15,True,5,0.12089396932229857
1560,0.54,0.12,after,55.0,True,True,True,1.6047936874893942,0.013373280729078285,82.86383351972813,2.2562397986482602e-15,2.7792576890089633e-14,True,1,1.1686004106745305
1561,0.56,0.12,before,0.0,True,True,False,17.647385342647652,0.14706154452206377,349.8400829058159,2.0920506204726484e-15,8.092768564775158e-15,True,5,0.11169192906369307
1561,0.56,0.12,after,50.0,True,True,True,1.637202247607168,0.013643352063393066,81.39830730180009,1.050049771587716e-14,6.568583766048536e-14,True,1,0.13024318178106586
1562,0.58,0.12,before,0.0,True,True,False,18.243673409974967,0.15203061174979138,382.07311904371494,3.6462418449814826e-15,2.1897627652051234e-14,True,5,0.6554714479977657
1562,0.58,0.12,after,45.0,True,True,True,1.6626682836360995,0.01385556903030083,79.52938777345118,1.875761556115553e-15,2.3817324504733357e-14,True,1,1.2498603503862014
1563,0.6,0.12,before,0.0,True,True,False,20.271596194401127,0.16892996828667606,432.22607084661627,4.327467204641039e-15,2.344929589264126e-14,True,5,0.7320747686646609
1563,0.6,0.12,after,45.0,True,True,True,1.709417666704427,0.014245147222536891,82.2168819834669,5.57640183945443e-15,3.380588091642714e-14,True,1,1.3445708511045187
1564,0.62,0.12,before,0.0,True,True,False,23.161285372401377,0.19301071143667814,524.5305540752865,3.229233296602258e-15,2.2177547294766917e-14,True,5,0.8109908170342921
1564,0.62,0.12,after,45.0,True,True,True,1.7951294810374474,0.014959412341978728,87.4903723060676,1.8179038618645378e-14,1.283339781550423e-13,True,1,1.4465338780262562
1565,0.64,0.12,before,0.0,True,True,False,27.43304711947384,0.22860872599561533,696.7849649818085,9.340279587309023e-15,4.8963891738858105e-14,True,5,0.8925479901147684
1565,0.64,0.12,after,40.0,True,True,True,1.9165579002376631,0.01597131583531386,83.99597996704102,2.2217887529351413e-14,1.5140237819984637e-13,True,3,1.4451545363400884
1566,0.66,0.12,before,0.0,True,True,False,35.71218168714854,0.29760151405957114,933.5698386695327,9.989269838512408e-15,4.038659309333529e-14,True,5,0.04827120023953313
1566,0.66,0.12,after,35.0,True,True,True,2.027213079070318,0.016893442325585983,100.57020712660645,1.0848312089063737e-14,5.4938654689439345e-14,True,3,1.300707778136645
1567,0.68,0.12,before,0.0,True,True,False,52.64694744040878,0.4387245620034065,1967.3871639743509,3.0759890491979342e-15,2.6841765765251286e-14,True,5,1.0653268570644248
1567,0.68,0.12,after,30.0,True,True,True,2.0573039824466477,0.017144199853722064,108.5403988667121,5.388233186666786e-15,2.902794022469795e-14,True,3,1.4606519349443738
1568,0.7000000000000001,0.12,before,0.0,True,True,False,123.35864220569954,1.0279886850474962,7551.60464781556,3.351536037049895e-15,3.2627407448115614e-14,True,5,0.21262232891227661
1568,0.7000000000000001,0.12,after,25.0,True,True,True,2.078346523082626,0.017319554359021883,117.87378671047719,9.218372129350242e-15,4.826618985371868e-14,True,3,1.479417243945138
1569,0.72,0.12,before,0.0,True,True,False,59.320667644139114,0.49433889703449263,2540.158849214958,5.795484488041537e-15,3.911116905014767e-14,True,3,0.8332182581741341
1569,0.72,0.12,after,20.0,True,True,True,2.0877244174325504,0.017397703478604587,127.6945482081345,1.565956318241417e-14,8.152043260864447e-14,True,3,1.5088204887793701
1570,0.74,0.12,before,0.0,True,True,False,34.61386293037929,0.28844885775316076,1047.2317443165437,9.867382828985146e-15,3.5307506370845876e-14,True,3,0.05094397795115402
1570,0.74,0.12,after,-35.0,True,True,True,7.462710682177871,0.06218925568481559,285.0432193129187,1.5265112399692834e-14,8.781750440448406e-14,True,5,0.988201460193892
1571,0.76,0.12,before,0.0,True,True,False,23.896388202156054,0.19913656835130045,500.01489289183,2.020827022305149e-15,1.4184633913398717e-14,True,3,0.9720847596585509
1571,0.76,0.12,after,-30.0,True,True,False,10.370154126049727,0.08641795105041439,351.2118663477638,1.3441724672627463e-14,6.881963245768154e-14,True,5,1.4151956051603534
1572,0.78,0.12,before,0.0,True,True,False,17.020820612577175,0.14184017177147645,282.28987332755116,1.490867821058642e-14,5.972395842584446e-14,True,3,1.1280143852610518
1572,0.78,0.12,after,5.0,True,True,True,2.4511493262901096,0.020426244385750914,163.11864433446246,2.42367687406913e-14,1.2507156543240807e-13,True,2,1.6566918947624238
1573,0.8,0.12,before,0.0,True,True,True,3.50982836155856,0.029248569679654668,189.94303562717656,3.2758967139104665e-14,8.357026944487325e-14,True,2,0.6708539480579008
1573,0.8,0.12,after,-10.0,True,True,True,2.6670580371042485,0.022225483642535404,150.93936727571347,3.3989872721142397e-14,7.222113119658627e-14,True,2,0.6391832483883526
1589,0.4,0.14,before,0.0,True,True,False,16.162789301159517,0.13468991084299597,345.6756180496207,3.825489677860973e-15,2.1760205609292457e-14,True,5,0.031212466581268306
1589,0.4,0.14,after,85.0,True,True,True,1.6320475348776409,0.01360039612398034,81.27396623690136,8.729003210923582e-14,6.519728184546577e-13,True,4,0.07735229223092333
1590,0.42,0.14,before,0.0,True,True,False,14.685252136790687,0.1223771011399224,258.1618499213391,9.84740285922512e-15,7.293351644204794e-14,True,5,0.059216249188675185
1590,0.42,0.14,after,85.0,True,True,True,1.5879357977732766,0.013232798314777305,82.96900396901191,3.480531475248531e-16,1.4539259633693283e-15,True,4,0.7115570919245133
1591,0.44,0.14,before,0.0,True,True,False,14.075968745744838,0.11729973954787365,232.47660657898166,8.335746127286681e-15,6.287082856177119e-14,True,5,0.05418338920775856
1591,0.44,0.14,after,85.0,True,True,True,1.5375425441416635,0.012812854534513862,86.23784069543667,1.062716010695555e-15,4.713220380009844e-15,True,4,1.3941233314249417
1592,0.46,0.14,before,0.0,True,True,False,13.552496416027804,0.11293747013356503,194.6574845819832,7.220731822152494e-15,5.354047949268909e-14,True,5,0.04993885469890902
1592,0.46,0.14,after,75.0,True,True,True,1.4935605243011363,0.012446337702509469,84.0868008677866,5.750497121565129e-16,2.3426758140054006e-15,True,4,1.0668358307387402
1593,0.48,0.14,before,0.0,True,True,False,12.884114466220762,0.10736762055183968,164.02620864845474,5.1374063454123114e-15,5.880433547437797e-14,True,5,0.30022611807111454
1593,0.48,0.14,after,75.0,True,True,True,1.4959220209569857,0.012466016841308214,87.74190751538491,2.4602965569729772e-14,1.5839607765231416e-13,True,1,0.09166326122495327
1594,0.5,0.14,before,0.0,True,True,False,12.826889758111282,0.10689074798426068,172.29306529510495,6.219602759902296e-15,3.8674160318237523e-14,True,5,0.043174311165423696
1594,0.5,0.14,after,70.0,True,True,True,1.5365909891167284,0.01280492490930607,87.78923985899745,2.4115426722477247e-15,1.3264842298615118e-14,True,1,1.3764694238488642
1595,0.52,0.14,before,0.0,True,True,False,12.92364381304166,0.10769703177534717,176.48032038299561,6.880766180439282e-15,3.294795584966711e-14,True,5,0.040435588798414024
1595,0.52,0.14,after,60.0,True,True,True,1.5772087370455612,0.013143406142046343,83.0313522674496,9.135126955346539e-16,1.028380596404813e-14,True,1,1.2569474717070077
1596,0.54,0.14,before,0.0,True,True,False,12.839291453109478,0.10699409544257898,195.47421495755657,2.905764868186702e-15,3.079034228618511e-14,True,5,0.17126784741565704
1596,0.54,0.14,after,55.0,True,True,True,1.6130770702253905,0.01344230891854492,81.88432943113284,2.5968140872148877e-14,1.7770346400212068e-13,True,1,0.09891589747820984
1597,0.56,0.14,before,0.0,True,True,False,13.249612983513135,0.11041344152927612,215.36055653354964,4.642757858275228e-15,4.867560146360521e-14,True,5,0.584922138060139
1597,0.56,0.14,after,50.0,True,True,True,1.6427124859084241,0.013689270715903534,80.3420206744681,1.4307588678352454e-15,1.6828121033995093e-14,True,1,1.2374592767034707
1598,0.58,0.14,before,0.0,True,True,False,14.130296177364343,0.11775246814470286,236.56964685857815,3.849654312930622e-15,8.657420416763569e-14,True,5,0.14665445351780626
1598,0.58,0.14,after,45.0,True,True,True,1.6654568282159055,0.013878806901799212,78.41040896764824,1.8054463245622663e-15,2.3019464430495284e-14,True,1,0.9232410670552786
1599,0.6,0.14,before,0.0,True,True,False,15.247487709760623,0.12706239758133853,262.02056771439504,5.267785968574373e-15,4.728398196154236e-14,True,5,0.7365737074464553
1599,0.6,0.14,after,45.0,True,True,True,1.7206018533134504,0.014338348777612087,80.69019416260623,4.766712043421261e-15,4.5782062668652295e-14,True,3,1.3271411842356768
1600,0.62,0.14,before,0.0,True,True,False,16.805304185289618,0.14004420154408015,294.9757019124402,5.44808791512383e-15,4.236063396650669e-14,True,5,0.8154423485101974
1600,0.62,0.14,after,45.0,True,True,True,1.8056355684679293,0.015046963070566077,85.20324216832762,1.9104326212694535e-14,1.3891577698066768e-13,True,3,1.4284665468722157
1601,0.64,0.14,before,0.0,True,True,False,19.10659725884741,0.1592216438237284,336.5107849846652,5.923604935828719e-15,3.467444989192148e-14,True,5,0.8969290396703145
1601,0.64,0.14,after,40.0,True,True,True,1.9726469697106008,0.01643872474758834,81.79772392212534,2.0603509872448684e-14,1.4574633263677164e-13,True,3,1.429566140752913
1602,0.66,0.14,before,0.0,True,True,False,22.571668442265498,0.18809723701887915,375.47658421426036,1.6525642683844706e-15,2.3931787011277996e-14,True,5,0.02800131425216268
1602,0.66,0.14,after,40.0,True,True,True,2.1780100168477645,0.01815008347373137,94.01831787047357,1.4360345628648587e-14,8.832532850410124e-14,True,2,1.5406966001512123
1603,0.68,0.14,before,0.0,True,True,False,28.367891671564358,0.23639909726303632,557.0437325783786,7.55707668665075e-15,6.584667223288122e-14,True,5,0.026822952805337863
1603,0.68,0.14,after,35.0,True,True,True,2.2011084067464237,0.018342570056220198,104.95748841502497,1.171392164801266e-14,5.526284963631369e-14,True,2,1.5486670223665084
1604,0.7000000000000001,0.14,before,0.0,True,True,False,39.813586929307924,0.331779891077566,1006.9706728979739,1.482176974498742e-14,2.058063922149798e-13,True,5,0.045887897314977444
1604,0.7000000000000001,0.14,after,30.0,True,True,True,2.2170289961726386,0.01847524163477199,114.67008086724952,2.0490956681171573e-14,1.3281769139615156e-13,True,2,1.5651516059602304
1605,0.72,0.14,before,0.0,True,True,False,69.663666419543,0.5805305534961918,11789.451019898095,6.814332977199489e-15,2.5174354195920226e-14,True,3,1.2596762625136428
1605,0.72,0.14,after,25.0,True,True,True,2.229064317697982,0.018575535980816515,124.95835033527527,1.9057073013296604e-14,9.643354408876913e-14,True,2,1.5897928764272424
1607,0.76,0.14,before,0.0,True,True,False,37.04895670738182,0.3087413058948485,1170.4726433130295,1.2648421673923414e-14,1.1059917773241395e-13,True,3,0.048510006905150505
1607,0.76,0.14,after,-30.0,True,True,True,9.512550572584502,0.07927125477153751,343.1694477253352,2.5231634953301078e-14,8.92697675678523e-14,True,5,0.3502676773937061
1608,0.78,0.14,before,0.0,True,True,False,22.504135295558783,0.1875344607963232,480.13659034866197,6.1214259746377934e-15,2.683587254782767e-14,True,3,1.5985224332600227
1608,0.78,0.14,after,5.0,True,True,True,2.519802811801819,0.020998356765015158,162.70592552823723,3.4058093151810644e-14,9.99767862918998e-14,True,2,0.7578323888135525
1609,0.8,0.14,before,0.0,True,True,True,3.64188903663746,0.030349075305312168,243.88171293592808,1.2702683656690188e-13,7.000333526501074e-14,True,2,0.6642302799695008
1609,0.8,0.14,after,-10.0,True,True,True,2.7745710168034288,0.023121425140028573,163.89976026486687,2.1534825649674662e-14,4.637145727275048e-14,True,2,1.3443294224620077
1625,0.4,0.16,before,0.0,True,True,False,10.549011059963416,0.08790842549969513,241.78048594117172,7.505356046545402e-15,5.101509025911034e-14,True,5,0.04219505314807215
1625,0.4,0.16,after,90.0,True,True,True,1.6172702026756625,0.013477251688963854,82.16209709612023,3.4021815010030383e-16,8.418682910850738e-16,True,4,1.2588646692800975
1626,0.42,0.16,before,0.0,True,True,False,10.75038699956405,0.08958655832970042,218.7575208256213,5.929779150496339e-15,5.95603130189504e-14,True,5,0.10806038549615637
1626,0.42,0.16,after,85.0,True,True,True,1.5713839900866944,0.013094866584055787,82.95999998260903,4.494775313252277e-16,1.3811013782199762e-15,True,4,1.279522922626573
1627,0.44,0.16,before,0.0,True,True,False,10.442942370973292,0.08702451975811076,200.0628046095123,6.369299878445603e-15,8.351423593880902e-14,True,5,0.17478557736611444
1627,0.44,0.16,after,85.0,True,True,True,1.5189698549232844,0.012658082124360703,86.01623550105941,1.2501931141435805e-13,8.77821482420461e-13,True,4,0.033389301163087914
1628,0.46,0.16,before,0.0,True,True,False,10.458359927257685,0.08715299939381405,186.015781869434,5.107611160358341e-14,7.802373234173359e-13,True,5,0.1278251707159379
1628,0.46,0.16,after,75.0,True,True,True,1.4829058734403366,0.012357548945336139,83.72392122853398,5.102800490722269e-16,3.3329812359546185e-15,True,1,1.2717141628599988
1629,0.48,0.16,before,0.0,True,True,False,10.42516981123368,0.08687641509361399,175.79283937724486,5.692295720564747e-15,3.984620840050605e-14,True,5,0.30985044668954664
1629,0.48,0.16,after,75.0,True,True,True,1.5091618377683602,0.012576348648069668,87.05926427353106,1.5874757737460745e-15,8.886293333431419e-15,True,1,1.3669545257058073
1630,0.5,0.16,before,0.0,True,True,False,10.438980381344969,0.08699150317787474,168.41714330533222,3.887490151834754e-15,3.417541627679902e-14,True,5,0.37854261337780715
1630,0.5,0.16,after,70.0,True,True,True,1.5466603193595008,0.012888835994662506,86.91270569375646,2.284909384033625e-15,1.192146400171279e-14,True,1,1.3552489896315356
1631,0.52,0.16,before,0.0,True,True,False,10.35782595726614,0.08631521631055117,162.9273282404834,5.3767966115710906e-15,2.3522658183411954e-14,True,5,0.448488033584689
1631,0.52,0.16,after,60.0,True,True,True,1.589064952734529,0.013242207939454409,82.2490268667485,7.783942192130055e-16,7.83946394196532e-15,True,1,1.2380969585486867
1632,0.54,0.16,before,0.0,True,True,False,10.684810400979293,0.08904008667482743,158.251070566748,3.546636949672452e-15,2.2422697134604562e-14,True,5,0.5199495261824434
1632,0.54,0.16,after,55.0,True,True,True,1.6220683004344227,0.013517235836953523,80.99992546989938,1.2512347708533295e-15,1.4150662437987635e-14,True,1,1.2287230567121015
1633,0.56,0.16,before,0.0,True,True,False,11.077569184228802,0.09231307653524001,157.0091912271815,4.547257883045465e-15,2.2541312710086247e-14,True,5,0.5930778687525864
1633,0.56,0.16,after,50.0,True,True,True,1.6488767408748783,0.013740639507290653,79.37061412899685,1.5011764146586853e-15,1.6599597856676242e-14,True,1,1.2222695523157279
1634,0.58,0.16,before,0.0,True,True,False,11.530509232461275,0.09608757693717729,189.07707928473965,4.876319724790101e-15,2.1438828718712075e-14,True,5,0.6680498685532859
1634,0.58,0.16,after,50.0,True,True,True,1.6874802225369834,0.014062335187808195,81.69907866279314,3.0177408341398445e-15,1.967594301935601e-14,True,1,1.3161395666701978
1635,0.6,0.16,before,0.0,True,True,False,12.136469776088,0.10113724813406666,224.20490463492655,5.165856220939412e-15,4.128045059302402e-14,True,5,0.744891795833958
1635,0.6,0.16,after,45.0,True,True,True,1.7726489228925857,0.014772074357438214,79.32751803035671,6.378183567623085e-15,8.037836431907945e-14,True,3,0.9822518098800348
1636,0.62,0.16,before,0.0,True,True,False,13.01072587356602,0.10842271561305017,258.07409653133817,6.826968921430001e-16,4.065074220825847e-15,True,5,0.12322290096081812
1636,0.62,0.16,after,45.0,True,True,True,1.8474904458306707,0.015395753715255589,83.27523216646284,1.7264347325205965e-14,1.3026409310890805e-13,True,3,0.9846170596998647
1637,0.64,0.16,before,0.0,True,True,False,14.325198919599087,0.11937665766332572,282.85326641103694,5.66281766844256e-15,3.156132684912528e-14,True,5,0.9054153126955322
1637,0.64,0.16,after,40.0,True,True,True,2.0405781694441494,0.017004818078701245,79.90159516534128,2.2385611641027076e-14,1.5370681931103307e-13,True,3,1.4179193819043796
1638,0.66,0.16,before,0.0,True,True,False,16.3780390889821,0.13648365907485083,289.59153737329615,8.233646011058839e-15,2.8261675330091568e-14,True,5,0.9899067544499727
1638,0.66,0.16,after,40.0,True,True,True,2.1279553116779493,0.017732960930649577,92.7498463908563,1.425861487933931e-14,8.72413683671724e-14,True,2,1.1488050506730572
1639,0.68,0.16,before,0.0,True,True,False,19.738793379288797,0.16448994482740664,315.26773495596353,5.137781215444217e-15,2.33939336568341e-14,True,5,1.0780569206133588
1639,0.68,0.16,after,35.0,True,True,True,2.1512752063104035,0.01792729338592003,107.74728134157208,1.0899727983185529e-14,5.2646642376032355e-14,True,2,1.5394350949360625
1640,0.7000000000000001,0.16,before,0.0,True,True,False,25.445804801136482,0.21204837334280402,397.297029611385,9.405588141445487e-15,2.4844484817651616e-14,True,5,1.0182904860338517
1640,0.7000000000000001,0.16,after,30.0,True,True,True,2.1676443160616055,0.018063702633846712,117.43786670068879,1.999733484857442e-14,1.2591095317879048e-13,True,2,1.558429119692239
1641,0.72,0.16,before,0.0,True,True,False,36.39158580865941,0.3032632150721617,770.3518436009734,3.685774280761675e-15,1.5006362368292164e-14,True,5,0.8264052065298042
1641,0.72,0.16,after,25.0,True,True,True,2.1801908502611944,0.018168257085509953,127.73841711834777,1.8975199295396938e-14,9.715117972928616e-14,True,2,1.5865140809915055
1642,0.74,0.16,before,0.0,True,True,False,67.22274730842761,0.5601895609035634,2921.910934125698,5.37770992569502e-15,2.28400714297938e-13,True,5,0.02571072267749752
1642,0.74,0.16,after,-30.0,True,True,True,8.363175256689432,0.0696931271390786,306.9869130004456,6.670641334017326e-15,3.205890336855311e-14,True,5,0.39251710680024754
1643,0.76,0.16,before,0.0,True,True,False,76.87156103137933,0.6405963419281611,3472.4290510228434,9.908672466174389e-15,1.1034808635537848e-13,True,3,0.8782196969801399
1643,0.76,0.16,after,10.0,True,True,True,2.1586092844256477,0.017988410703547064,153.70451939503553,2.07294574869621e-14,8.311311995967922e-14,True,3,1.5578376209187796
1644,0.78,0.16,before,0.0,True,True,True,2.3620635558469116,0.01968386296539093,160.203638528791,8.71806390027037e-13,6.379209531896635e-12,True,2,1.6086422415843251
1644,0.78,0.16,after,0.0,True,True,True,2.3620635558469116,0.01968386296539093,160.203638528791,8.71806390027037e-13,6.379209531896635e-12,True,2,1.6086422415843251
1645,0.8,0.16,before,0.0,True,True,True,4.791458731085543,0.03992882275904619,790.8707070711357,2.4055374851178273e-14,7.842026713273153e-14,True,2,1.3717230247943109
1645,0.8,0.16,after,-10.0,True,True,True,2.920535059502356,0.024337792162519634,192.149694582945,2.3672776653003606e-14,5.945855963967145e-14,True,2,1.2825969170570595
1671,0.6,0.18,before,0.0,True,True,False,10.411447085369865,0.08676205904474887,262.34732180511105,4.2730292343679545e-15,2.5604831599935648e-14,True,5,0.7569000127978831
1671,0.6,0.18,after,45.0,True,True,True,1.8330149965449571,0.015275124971207976,78.07839298811636,4.4395908652553754e-15,2.3735626401676317e-14,True,3,1.304421249695783
1672,0.62,0.18,before,0.0,True,True,False,11.1912982456714,0.09326081871392833,320.2895442956521,4.1400490495969545e-15,2.3900889110118695e-14,True,5,0.8359801255149029
1672,0.62,0.18,after,45.0,True,True,True,1.9029018586882795,0.015857515489068996,81.60370817116593,2.4727492007397883e-14,1.6492710555725778e-13,True,3,1.4055813439989229
1673,0.64,0.18,before,0.0,True,True,False,12.220610178959745,0.10183841815799788,360.0621594680675,3.13616511570918e-15,1.904525348216748e-14,True,5,0.12072002920703451
1673,0.64,0.18,after,45.0,True,True,True,2.0647366622519447,0.01720613885209954,90.39229177897124,2.0519030840427252e-14,1.318945537336535e-13,True,2,1.5147938907916618
1674,0.66,0.18,before,0.0,True,True,False,13.608069780692524,0.11340058150577104,396.2982521912494,3.3238388247601506e-15,5.3276816916495974e-14,True,5,0.07539575614651994
1674,0.66,0.18,after,40.0,True,True,True,2.0961924793180664,0.017468270660983887,101.88780162539608,9.906728594396574e-15,5.0127376403460685e-14,True,2,1.5212438696831725
1675,0.68,0.18,before,0.0,True,True,False,15.666833631105685,0.1305569469258807,425.7782197099562,2.1542332264626046e-15,1.1287160183993362e-14,True,5,0.08034374985044224
1675,0.68,0.18,after,35.0,True,True,True,2.1185282098488134,0.01765440174874011,110.6281874799329,7.90630859579754e-15,4.274524454120497e-14,True,2,1.5348452014440452
1676,0.7000000000000001,0.18,before,0.0,True,True,False,18.805302232935972,0.1567108519411331,417.5961698656707,6.65838846477257e-15,4.3391494554935527e-14,True,5,0.8601657541441163
1676,0.7000000000000001,0.18,after,30.0,True,True,True,2.1343706806643548,0.017786422338869623,120.33277341209612,2.1424176251752214e-14,1.3616162635329765e-13,True,2,1.5560194776498555
1677,0.72,0.18,before,0.0,True,True,False,24.354941325976135,0.20295784438313447,379.2144964616597,5.303639507334983e-15,2.914412638976098e-14,True,5,0.10209062370854305
1677,0.72,0.18,after,25.0,True,True,True,2.1467928253496416,0.017889940211247013,130.67877616199866,2.0676562581120972e-14,1.0124199945287889e-13,True,2,1.5878136527410611
1678,0.74,0.18,before,0.0,True,True,False,37.256626891419366,0.310471890761828,879.2029879084531,5.4066586066538276e-15,2.429607501823366e-14,True,5,0.390767322379431
1678,0.74,0.18,after,-30.0,True,True,True,7.840807587711094,0.06534006323092578,300.1691652057879,1.656391733997544e-14,8.149726163773153e-14,True,5,0.4242897832755208
1679,0.76,0.18,before,0.0,True,True,False,15.546501918309215,0.1295541826525768,2538.7861299219085,1.685671424388443e-14,1.2955871164717736e-13,True,3,0.2555136727842555
1679,0.76,0.18,after,10.0,True,True,True,2.203410082102053,0.018361750684183775,156.2109298994976,2.4568811609717775e-14,8.766288036988756e-14,True,3,1.5452273320315992
1680,0.78,0.18,before,0.0,True,True,True,2.481040594541968,0.02067533828784973,160.66764266234034,8.723017645872865e-13,7.278563676557402e-12,True,2,1.4615386183100405
1680,0.78,0.18,after,0.0,True,True,True,2.481040594541968,0.02067533828784973,160.66764266234034,8.723017645872865e-13,7.278563676557402e-12,True,2,1.4615386183100405
1709,0.64,0.2,before,0.0,True,True,False,11.689292990640574,0.09741077492200478,420.9752677530027,4.2001807449902775e-15,2.505878547834501e-14,True,5,0.8101344322711013
1709,0.64,0.2,after,45.0,True,True,True,2.0502122978780513,0.017085102482317094,86.687730519305,2.1786730195368168e-14,1.4045126479235385e-13,True,2,1.5096237592230182
1710,0.66,0.2,before,0.0,True,True,False,13.02847503117981,0.10857062525983174,504.1921145326363,2.520719752872653e-15,1.490535514295125e-14,True,5,0.7350000884607999
1710,0.66,0.2,after,40.0,True,True,True,2.0792370719827025,0.017326975599855854,104.39415459998287,7.111293180620295e-15,3.5532958476682927e-14,True,2,1.5180479984402566
1711,0.68,0.2,before,0.0,True,True,False,14.927049012240028,0.12439207510200023,512.0677793219855,6.56260908552245e-15,4.095124497557337e-14,True,5,0.9982877781721289
1711,0.68,0.2,after,35.0,True,True,True,2.0998921873147625,0.017499101560956354,113.60978918880278,8.586482385648643e-15,4.721797131285233e-14,True,2,1.5344368194243694
1712,0.7000000000000001,0.2,before,0.0,True,True,False,17.817516876665152,0.14847930730554293,475.3891686099337,4.350548140345076e-15,3.586305851876169e-14,True,5,0.7594084041148301
1712,0.7000000000000001,0.2,after,30.0,True,True,True,2.1147015651363255,0.017622513042802712,123.36276475735346,2.0167481813861242e-14,1.2594824534523834e-13,True,2,1.5582683298152489
1713,0.72,0.2,before,0.0,True,True,False,19.221601871521084,0.16018001559600903,540.505958807588,6.947160141695769e-15,3.840204726250795e-14,True,5,1.2980898391657931
1713,0.72,0.2,after,25.0,True,True,True,2.1357822852617003,0.01779818571051417,133.78997467516456,2.3223108528423005e-14,1.1053264473021047e-13,True,2,1.5930841937981104
1714,0.74,0.2,before,0.0,True,True,False,26.301634157709106,0.21918028464757588,439.0074584637489,8.826142122272486e-15,5.007609549034206e-14,True,5,0.45568069450493187
1714,0.74,0.2,after,15.0,True,True,True,2.0683383079973616,0.01723615256664468,148.4843804931529,2.4534123409467615e-14,1.015570443899826e-13,True,3,1.563599396982328
1715,0.76,0.2,before,0.0,True,True,False,45.2455859016079,0.37704654918006586,1298.1084840112028,7.652590215408869e-15,4.4567434806799546e-14,True,5,0.041378867880860426
1715,0.76,0.2,after,10.0,True,True,True,2.2667455362319,0.018889546135265833,158.87576167723694,2.5006726227535535e-14,8.592473983609276e-14,True,2,1.6207858015368344
1716,0.78,0.2,before,0.0,True,True,True,2.6357336351730076,0.021964446959775064,160.6274636099272,1.6250807796678e-12,1.3500732314827936e-11,True,2,1.643272479069461
1716,0.78,0.2,after,0.0,True,True,True,2.6357336351730076,0.021964446959775064,160.6274636099272,1.6250807796678e-12,1.3500732314827936e-11,True,2,1.643272479069461
1743,0.6,0.22,before,0.0,True,True,True,9.636702913040445,0.08030585760867037,422.548650037097,4.4109854444458386e-12,2.7569753233221154e-10,True,5,0.7929587212691331
1743,0.6,0.22,after,50.0,True,True,True,1.8517122709018885,0.01543093559084907,81.9046487911578,2.0361571427011205e-14,1.4259573313219685e-13,True,3,1.3950558900585597
1744,0.62,0.22,before,0.0,True,True,False,12.634937126720178,0.10529114272266815,557.5494220972587,8.751945212592092e-15,5.365184580764181e-14,True,5,0.8714684502438836
1744,0.62,0.22,after,45.0,True,True,True,2.04724759760877,0.01706039664673975,79.64586560501346,1.485025754073026e-14,1.0036552770344597e-13,True,3,1.0349853868192218
1745,0.64,0.22,before,0.0,True,True,False,20.45494389902057,0.17045786582517142,973.8337280328345,4.8850601587814005e-15,3.432911469341447e-14,True,5,0.029361050179431025
1745,0.64,0.22,after,45.0,True,True,True,2.0489565941079535,0.017074638284232946,99.79591820275573,8.111101003764064e-15,4.099993654009642e-14,True,2,1.5085420832595406
1746,0.66,0.22,before,0.0,True,True,False,27.91333971323654,0.23261116427697115,1435.2594615495934,5.059210310009494e-15,2.999319497529749e-14,True,5,0.8660616695856858
1746,0.66,0.22,after,40.0,True,True,True,2.0750815677446166,0.017292346397871805,107.4401074191524,6.878288614899881e-15,3.539854537278302e-14,True,2,1.5194173509785882
1747,0.68,0.22,before,0.0,True,True,False,27.48862406333017,0.22907186719441808,1228.1973557633223,4.670942601017097e-15,3.035728388500788e-14,True,5,0.7167177362899588
