time_s,reference_frame,present_position_m,present_rotation_rad,absent_position_m,absent_rotation_rad,source_position_m,source_rotation_rad,paired_actual_difference_position_m,paired_actual_difference_rotation_rad,reproduction_difference_position_m,reproduction_difference_rotation_rad
7.916666666666666297e-01,2.400000000000000000e+01,1.212398197879034634e-02,1.264959848862614589e-01,1.237397371538588413e-02,1.087024906734041924e-01,1.212398197879034634e-02,1.264959848862614589e-01,2.821957805902570418e-04,2.063004116606809157e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000444e-01,2.400000000000000000e+01,1.251698185207746755e-02,1.342791395463857063e-01,1.275315205419999195e-02,1.167536252916566569e-01,1.251698185207746755e-02,1.342791395463857063e-01,2.713652478930073109e-04,1.978780726256025579e-02,0.000000000000000000e+00,4.214684851089403467e-08
8.083333333333333481e-01,2.500000000000000000e+01,1.297384049330762949e-02,1.450563112899832530e-01,1.319295033373453670e-02,1.278746214877572174e-01,1.297384049330762949e-02,1.450563112899832530e-01,2.546916867694318286e-04,1.898083370176025658e-02,0.000000000000000000e+00,4.214684851089403467e-08
8.166666666666666519e-01,2.500000000000000000e+01,1.347276916853005872e-02,1.565646664019667289e-01,1.367016845546189727e-02,1.397927890813699947e-01,1.347276916853005872e-02,1.565646664019667289e-01,2.338297384025863224e-04,1.820477072785746039e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.249999999999999556e-01,2.500000000000000000e+01,1.399738260388975510e-02,1.687470950941754588e-01,1.417041768928895516e-02,1.524362469657294383e-01,1.399738260388975510e-02,1.687470950941754588e-01,2.108848748973303597e-04,1.745885364841750706e-02,0.000000000000000000e+00,2.980232238769531250e-08
8.333333333333333703e-01,2.500000000000000000e+01,1.454663547275946572e-02,1.815221280810207227e-01,1.469424164155185702e-02,1.657108328584562529e-01,1.454663547275946572e-02,1.815221280810207227e-01,1.868949195590314356e-04,1.674222394138382558e-02,0.000000000000000000e+00,2.980232238769531250e-08
8.416666666666666741e-01,2.600000000000000000e+01,1.497955371029027413e-02,1.973832261653827580e-01,1.510553302681456704e-02,1.820664782634068002e-01,1.497955371029027413e-02,1.973832261653827580e-01,1.629904087193299563e-04,1.605654015359911368e-02,0.000000000000000000e+00,4.214684851089403467e-08
8.499999999999999778e-01,2.600000000000000000e+01,1.546815951871650767e-02,2.145790449749938322e-01,1.557185155121820763e-02,1.997762773158056337e-01,1.546815951871650767e-02,2.145790449749938322e-01,1.396153179197635375e-04,1.539577994053419746e-02,0.000000000000000000e+00,4.214684851089403467e-08
8.583333333333332815e-01,2.600000000000000000e+01,1.601732088660341724e-02,2.329272371677149622e-01,1.609966053543351178e-02,2.186460417907625520e-01,1.601732088660341724e-02,2.329272371677149622e-01,1.175974418024907021e-04,1.476287321937632888e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.666666666666666963e-01,2.600000000000000000e+01,1.664077466732431093e-02,2.522314136966334330e-01,1.670375216014167996e-02,2.384739808193098443e-01,1.664077466732431093e-02,2.522314136966334330e-01,9.798748135508737668e-05,1.415594066976068148e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.750000000000000000e-01,2.700000000000000000e+01,1.680642990566638337e-02,2.727523246652847622e-01,1.685449657628552977e-02,2.595005420053821399e-01,1.680642990566638337e-02,2.727523246652847622e-01,8.064713181926546628e-05,1.357184795251905815e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.833333333333333037e-01,2.700000000000000000e+01,1.703144238651142436e-02,2.944829264698067273e-01,1.706601340803422587e-02,2.817337061233688988e-01,1.703144238651142436e-02,2.944829264698067273e-01,6.534367320694209759e-05,1.301170011390858673e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.916666666666666075e-01,2.700000000000000000e+01,1.733406532637494363e-02,3.171594368665287544e-01,1.735723242931648189e-02,3.049039175830118298e-01,1.733406532637494363e-02,3.171594368665287544e-01,5.309101020574920663e-05,1.247488296141649813e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000222e-01,2.700000000000000000e+01,1.773047518644975742e-02,3.405483531288963639e-01,1.774395758457170819e-02,3.287756509661147741e-01,1.773047518644975742e-02,3.405483531288963639e-01,4.297947027443568862e-05,1.195961068598618698e-02,0.000000000000000000e+00,0.000000000000000000e+00
